account_id,plan,mrr,payment_method,churned
6050-IJRHS,One year,106.5,Electronic check,No
6202-JVYEU,One year,19.9,Electronic check,No
8591-TKMZH,Two year,111.1,Mailed check,No
0734-OXWBT,Month-to-month,70.7,Mailed check,No
4282-ACRXS,Month-to-month,24.85,Electronic check,No
0365-TRTPY,Month-to-month,91.2,Bank transfer (automatic),No
7349-ALMUX,Two year,65.6,Bank transfer (automatic),No
6502-KUGLL,Month-to-month,59.45,Bank transfer (automatic),No
1841-YSJGV,Two year,109.95,Credit card (automatic),No
3511-BFTJW,Two year,38.5,Credit card (automatic),No
7668-XCFYV,Month-to-month,92.55,Electronic check,No
5018-HEKFO,Month-to-month,24.5,Mailed check,No
2923-ARZLG,One year,19.7,Mailed check,No
3976-NLDEZ,Month-to-month,20.6,Mailed check,No
2282-YGNOR,One year,58.0,Credit card (automatic),No
5336-UFNZP,One year,107.45,Electronic check,No
6854-EXGSF,Month-to-month,65.5,Bank transfer (automatic),No
1241-EZFMJ,Two year,25.45,Bank transfer (automatic),No
9233-PSYHO,One year,100.15,Bank transfer (automatic),No
5376-PCKNB,One year,104.45,Credit card (automatic),No
8044-BGWPI,Month-to-month,21.15,Electronic check,No
4060-LDNLU,Month-to-month,96.2,Electronic check,No
3589-PPVKW,Month-to-month,44.4,Mailed check,No
5887-IKKYO,Two year,94.35,Bank transfer (automatic),No
1755-RMCXH,Month-to-month,20.3,Mailed check,No
3858-XHYJO,One year,105.75,Bank transfer (automatic),No
4299-SIMNS,Month-to-month,81.15,Electronic check,No
7025-IWFHT,One year,89.55,Electronic check,No
6261-LHRTG,Month-to-month,54.75,Credit card (automatic),No
7841-FCRQD,One year,53.75,Credit card (automatic),No
2056-EVGZL,One year,105.75,Credit card (automatic),No
8777-MBMTS,Two year,105.85,Credit card (automatic),No
7753-USQYQ,One year,64.2,Electronic check,No
7661-CPURM,One year,87.7,Credit card (automatic),No
6233-HXJMX,Month-to-month,89.3,Credit card (automatic),No
5902-WBLSE,Two year,20.15,Credit card (automatic),No
3239-TPHPZ,Two year,20.05,Electronic check,No
5115-GZDEL,Two year,67.2,Credit card (automatic),No
3338-CVVEH,Month-to-month,94.55,Electronic check,No
2615-YVMYX,Month-to-month,107.5,Electronic check,No
2851-STERV,One year,73.0,Electronic check,No
4393-GEADV,Two year,114.75,Credit card (automatic),No
8486-AYEQH,Month-to-month,76.05,Electronic check,No
5419-JKZNQ,Month-to-month,77.9,Mailed check,No
2495-KZNFB,Month-to-month,90.65,Electronic check,No
1409-PHXTF,Two year,110.45,Electronic check,No
4560-WQAQW,One year,68.7,Bank transfer (automatic),No
9591-YVTEB,Month-to-month,44.85,Electronic check,No
9309-BZGNT,One year,29.8,Credit card (automatic),No
4274-DRSQT,One year,88.9,Bank transfer (automatic),No
2027-DNKIV,One year,58.75,Mailed check,No
8075-GXIUB,One year,19.85,Credit card (automatic),No
2885-HIJDH,Two year,86.9,Bank transfer (automatic),No
5424-RLQLC,Month-to-month,59.65,Mailed check,No
6507-DTJZV,Month-to-month,66.4,Credit card (automatic),No
7673-BQGKU,Two year,20.15,Bank transfer (automatic),No
6723-WSNTY,One year,108.1,Credit card (automatic),No
2725-IWWBA,One year,56.9,Mailed check,No
1061-PNTHC,Month-to-month,109.6,Mailed check,No
0394-YONDK,Two year,25.15,Credit card (automatic),No
6574-MCOEH,One year,79.15,Electronic check,No
7399-QHBJS,Two year,66.75,Credit card (automatic),No
0997-YTLNY,Month-to-month,48.8,Mailed check,No
9479-HYNYL,Two year,80.7,Credit card (automatic),No
9708-KFDBY,Month-to-month,20.55,Credit card (automatic),No
3642-GKTCT,One year,115.1,Mailed check,No
0774-RMNUW,Two year,59.7,Bank transfer (automatic),No
1334-PDUKM,One year,86.45,Credit card (automatic),No
0756-MPZRL,One year,33.7,Credit card (automatic),No
2242-MFOTG,One year,80.1,Bank transfer (automatic),No
2927-CVULT,Two year,104.05,Bank transfer (automatic),No
2144-BFDSO,Month-to-month,108.75,Bank transfer (automatic),No
8745-PVESG,One year,41.1,Credit card (automatic),No
7647-GYYKX,Two year,20.35,Bank transfer (automatic),No
5647-FXOTP,Month-to-month,105.9,Electronic check,No
9700-ISPUP,Month-to-month,65.5,Electronic check,No
9839-ETQOE,Month-to-month,40.45,Electronic check,No
6078-VESFR,Month-to-month,70.45,Bank transfer (automatic),No
9027-TMATR,Two year,78.8,Electronic check,No
1941-HOSAM,Month-to-month,90.1,Electronic check,No
9110-HSGTV,Two year,82.45,Credit card (automatic),No
0704-VCUMB,Two year,20.25,Credit card (automatic),No
6171-ZTVYB,Month-to-month,66.25,Bank transfer (automatic),No
1935-IMVBB,Month-to-month,89.7,Mailed check,No
2535-PBCGC,Two year,64.55,Bank transfer (automatic),No
1470-PSXNM,One year,93.65,Electronic check,No
2498-XLDZR,Two year,73.6,Mailed check,No
9866-OCCKE,Two year,109.75,Mailed check,No
5338-YHWYT,Two year,61.45,Credit card (automatic),No
7718-UPSKJ,One year,106.4,Credit card (automatic),No
8731-WBBMB,Month-to-month,81.9,Bank transfer (automatic),No
1448-CYWKC,One year,105.2,Credit card (automatic),No
7901-IIDQV,One year,54.6,Bank transfer (automatic),No
2690-DVRVK,One year,20.55,Electronic check,No
1270-XKUCC,Two year,19.7,Mailed check,No
0334-ZFJSR,One year,66.05,Credit card (automatic),No
5583-EJXRD,Two year,54.05,Credit card (automatic),No
4565-EVZMJ,One year,58.9,Mailed check,No
3327-YBAKM,One year,96.9,Mailed check,No
9441-QHEVC,Month-to-month,19.1,Mailed check,No
6705-LNMDD,Month-to-month,50.0,Mailed check,No
2580-ASVVY,Two year,45.4,Electronic check,No
3370-GQEAL,Month-to-month,85.45,Electronic check,No
5032-USPKF,One year,84.1,Bank transfer (automatic),No
4254-QPEDE,Two year,66.25,Credit card (automatic),No
6283-GITPX,Two year,76.9,Credit card (automatic),No
0771-CHWSK,Two year,74.6,Credit card (automatic),No
9788-HNGUT,Two year,116.95,Credit card (automatic),No
9495-REDIY,One year,40.65,Credit card (automatic),No
5375-XLDOF,Two year,114.35,Bank transfer (automatic),No
1172-VIYBP,Two year,69.7,Bank transfer (automatic),No
6559-PDZLR,Month-to-month,98.65,Electronic check,No
8992-OBVDG,Month-to-month,61.65,Mailed check,No
4273-MBHYA,Month-to-month,89.35,Electronic check,No
4724-WXVWF,Month-to-month,95.4,Electronic check,No
5701-GUXDC,One year,35.4,Credit card (automatic),No
1460-UZPRJ,Two year,19.95,Mailed check,No
6082-GLJIX,Month-to-month,19.25,Mailed check,No
2495-TTHBQ,One year,20.4,Mailed check,No
0485-ZBSLN,Two year,24.75,Credit card (automatic),No
3810-PJUHR,Two year,25.35,Mailed check,No
0847-HGRML,Two year,20.0,Bank transfer (automatic),No
8232-CTLKO,Two year,59.75,Electronic check,No
9227-YBAXE,Two year,82.5,Bank transfer (automatic),No
9860-LISIZ,Month-to-month,20.35,Mailed check,No
0112-QAWRZ,Month-to-month,90.8,Bank transfer (automatic),No
2786-GCDPI,Month-to-month,104.95,Electronic check,No
4043-MKDTV,Two year,105.25,Electronic check,No
9229-RQABD,One year,23.75,Mailed check,No
8313-KTIHG,Month-to-month,61.3,Electronic check,No
5320-BRKGK,Two year,75.8,Mailed check,No
6284-KMNUF,One year,98.0,Electronic check,No
6229-UOLQL,One year,52.0,Mailed check,No
3137-LUPIX,Month-to-month,64.4,Mailed check,No
6143-JQKEA,Month-to-month,45.8,Credit card (automatic),No
8676-OOQEJ,Month-to-month,30.5,Electronic check,No
9701-CDXHR,Month-to-month,69.15,Mailed check,No
8124-NZVGJ,One year,49.25,Mailed check,No
2162-FRZAA,Two year,39.35,Bank transfer (automatic),No
5118-MUEYH,Month-to-month,105.1,Credit card (automatic),No
5627-TVBPP,One year,20.1,Credit card (automatic),No
3936-QQFLL,Month-to-month,19.75,Mailed check,No
2589-AYCRP,One year,19.75,Bank transfer (automatic),No
4067-HLYQI,Month-to-month,70.4,Bank transfer (automatic),No
5124-EOGYE,Two year,20.45,Mailed check,No
5057-RKGLH,Two year,20.35,Mailed check,No
0292-WEGCH,Month-to-month,86.2,Electronic check,No
8910-ICHIU,One year,95.65,Credit card (automatic),No
4097-YODCF,One year,103.8,Electronic check,No
9715-WZCLW,Two year,97.2,Electronic check,No
9786-YWNHU,Two year,63.55,Mailed check,No
6407-GSJNL,Two year,24.95,Bank transfer (automatic),No
4049-ZPALD,Two year,99.0,Bank transfer (automatic),No
3733-UOCWF,One year,85.55,Bank transfer (automatic),No
6833-JMZYP,Month-to-month,94.0,Credit card (automatic),No
1310-QRITU,Month-to-month,50.3,Electronic check,No
8961-QDZZJ,One year,95.0,Electronic check,No
9715-SBVSU,Two year,61.4,Bank transfer (automatic),No
8490-BXHEO,Month-to-month,80.55,Credit card (automatic),No
7173-TETGO,Two year,78.5,Bank transfer (automatic),No
7929-SKFGK,Two year,114.3,Credit card (automatic),No
2300-RQGOI,Two year,20.05,Mailed check,No
3563-SVYLG,Two year,62.65,Credit card (automatic),No
6435-VWCCY,Two year,92.7,Credit card (automatic),No
4998-IKFSE,Month-to-month,100.45,Electronic check,No
8630-QSGXK,Two year,75.2,Bank transfer (automatic),No
2455-USLMV,Month-to-month,84.75,Credit card (automatic),No
9488-FVZCC,Two year,79.5,Bank transfer (automatic),No
5995-WWKKG,One year,19.8,Electronic check,No
7879-CGSFV,One year,100.9,Mailed check,No
9921-EZKBY,Month-to-month,95.3,Bank transfer (automatic),No
7432-FFVAR,One year,90.95,Bank transfer (automatic),No
7246-ZGQDF,Month-to-month,54.5,Electronic check,No
4456-RHSNB,Month-to-month,49.6,Bank transfer (automatic),No
2481-SBOYW,Two year,25.0,Credit card (automatic),No
7109-MFBYV,Month-to-month,45.45,Electronic check,No
1833-TCXKK,Month-to-month,107.75,Bank transfer (automatic),No
1832-PEUTS,Two year,89.1,Credit card (automatic),No
8660-BUETV,Month-to-month,44.75,Mailed check,No
0580-PIQHM,One year,101.6,Bank transfer (automatic),No
5696-CEIQJ,Two year,103.15,Bank transfer (automatic),No
1696-HXOWK,One year,95.65,Mailed check,No
3026-ATZYV,One year,75.1,Bank transfer (automatic),No
4012-YCFAI,Two year,61.35,Mailed check,No
9970-QBCDA,Month-to-month,19.7,Credit card (automatic),No
9496-IVVRP,Month-to-month,51.0,Bank transfer (automatic),No
2657-VPXTA,Month-to-month,88.85,Electronic check,No
6551-VLJMV,Two year,20.05,Credit card (automatic),No
1221-GHZEP,Two year,65.1,Mailed check,No
9289-LBQVU,One year,70.15,Mailed check,No
3458-IDMFK,Two year,20.75,Mailed check,No
6933-FHBZC,One year,56.05,Mailed check,No
0221-NAUXK,One year,19.95,Bank transfer (automatic),No
9770-KXGQU,One year,98.6,Mailed check,No
6538-POCHL,Month-to-month,79.0,Credit card (automatic),No
6726-NNFWD,Two year,89.45,Credit card (automatic),No
3002-WQZWT,Month-to-month,74.2,Electronic check,No
4277-UDIEF,Month-to-month,81.0,Bank transfer (automatic),No
1208-NBVFH,Month-to-month,49.6,Electronic check,No
4912-PIGUY,Month-to-month,84.6,Electronic check,No
2725-TTRIQ,Two year,84.2,Bank transfer (automatic),No
3374-TTZTK,Two year,106.3,Electronic check,No
8990-ZXLSU,Month-to-month,69.05,Electronic check,No
2275-RBYQS,Month-to-month,45.4,Mailed check,No
4419-UJMUS,Two year,99.35,Electronic check,No
7794-JASDG,Month-to-month,50.75,Mailed check,No
7609-YBPXG,Two year,87.1,Bank transfer (automatic),No
5519-TEEUH,One year,20.15,Mailed check,No
7856-GANIL,One year,98.7,Bank transfer (automatic),No
0804-XBFBV,Month-to-month,25.2,Electronic check,No
2676-OXPPQ,Month-to-month,55.7,Bank transfer (automatic),No
3703-TTEPD,Month-to-month,65.35,Bank transfer (automatic),No
2799-TSLAG,Two year,25.3,Bank transfer (automatic),No
2208-NKVVH,Two year,24.25,Mailed check,No
7139-JZFVG,Two year,60.5,Bank transfer (automatic),No
4987-GQWPO,Month-to-month,25.1,Credit card (automatic),No
1757-TCATG,One year,20.05,Bank transfer (automatic),No
4776-XSKYQ,One year,30.25,Credit card (automatic),No
8048-DSDFQ,Month-to-month,20.2,Mailed check,No
5753-QQWPW,One year,59.9,Electronic check,No
6010-DDPPW,Two year,25.15,Bank transfer (automatic),No
6693-FRIRW,Month-to-month,101.3,Credit card (automatic),No
6586-MYGKD,Two year,76.95,Credit card (automatic),No
3173-NVMPX,Month-to-month,55.3,Mailed check,No
0248-PGHBZ,Two year,92.45,Bank transfer (automatic),No
0623-GDISB,Month-to-month,48.45,Bank transfer (automatic),No
2892-GESUL,Two year,19.35,Mailed check,No
7472-EQOAV,One year,86.7,Bank transfer (automatic),No
2043-WVTQJ,Month-to-month,55.7,Mailed check,No
8034-RYTVV,One year,84.25,Credit card (automatic),No
3863-QSTYI,Month-to-month,64.65,Electronic check,No
5044-LRQAQ,Month-to-month,69.2,Bank transfer (automatic),No
1716-LSAMB,Two year,54.65,Bank transfer (automatic),No
1333-PBMXB,One year,24.75,Bank transfer (automatic),No
6546-OPBBH,One year,23.95,Mailed check,No
5985-BEHZK,One year,105.0,Credit card (automatic),No
9127-QRZMH,One year,59.85,Bank transfer (automatic),No
5919-VCZYM,Month-to-month,20.05,Mailed check,No
9644-KVCNC,One year,92.15,Bank transfer (automatic),No
2137-DQMEV,One year,44.8,Mailed check,No
8174-LNWMW,Two year,20.9,Credit card (automatic),No
9279-CJEOJ,Month-to-month,95.4,Bank transfer (automatic),No
7964-VEXDG,Month-to-month,80.35,Electronic check,No
2404-JIBFC,Two year,85.1,Bank transfer (automatic),No
8029-XYPWT,Two year,115.05,Bank transfer (automatic),No
4632-PAOYU,One year,19.95,Mailed check,No
2990-OGYTD,Two year,86.15,Bank transfer (automatic),No
6646-JPPHA,Month-to-month,78.85,Electronic check,No
7658-UYUQS,Month-to-month,86.55,Bank transfer (automatic),No
7880-XSOJX,Month-to-month,42.4,Mailed check,No
4589-IUAJB,Two year,24.25,Bank transfer (automatic),No
8746-BFOAJ,One year,20.5,Bank transfer (automatic),No
8457-XIGKN,Month-to-month,19.6,Credit card (automatic),No
6072-NUQCB,One year,20.25,Bank transfer (automatic),No
8838-GPHZP,Two year,20.6,Mailed check,No
8750-QWZAJ,Two year,19.8,Bank transfer (automatic),No
6918-UMQCG,Month-to-month,80.2,Electronic check,No
0675-NCDYU,Two year,116.4,Credit card (automatic),No
6339-DKLMK,Month-to-month,31.65,Electronic check,No
1346-PJWTK,Month-to-month,94.15,Credit card (automatic),No
5088-QZLRL,Month-to-month,20.65,Electronic check,No
8023-QHAIO,Month-to-month,76.85,Bank transfer (automatic),No
4397-FRLTA,Month-to-month,20.15,Mailed check,No
3057-VJJQE,Two year,55.25,Mailed check,No
2302-OUZXB,Two year,82.15,Bank transfer (automatic),No
8133-ANHHJ,One year,103.0,Bank transfer (automatic),No
2270-CHBFN,Month-to-month,95.1,Credit card (automatic),No
5982-FPVQN,Month-to-month,95.15,Electronic check,No
9107-UKCKY,One year,79.8,Electronic check,No
4654-ULTTN,Two year,74.8,Credit card (automatic),No
5546-BYZSM,Month-to-month,20.45,Electronic check,No
1492-KGETH,One year,78.35,Bank transfer (automatic),No
4163-HFTUK,One year,19.1,Electronic check,No
8215-NGSPE,Two year,20.0,Mailed check,No
8859-YSTWS,One year,19.95,Bank transfer (automatic),No
7601-DHFWZ,Two year,24.0,Credit card (automatic),No
1998-VHJHK,One year,19.15,Mailed check,No
1707-HABPF,One year,91.3,Bank transfer (automatic),No
0487-VVUVK,Month-to-month,19.15,Mailed check,No
5063-IUOKK,Two year,19.75,Mailed check,No
4508-OEBEY,One year,75.5,Credit card (automatic),No
0027-KWYKW,Month-to-month,83.75,Electronic check,No
2308-STERM,Month-to-month,19.4,Mailed check,No
5982-XMDEX,Two year,26.5,Bank transfer (automatic),No
6051-PTVNS,One year,19.15,Credit card (automatic),No
2877-VDUER,One year,40.9,Mailed check,No
9152-AMKAK,Two year,80.25,Mailed check,No
9432-VOFYX,Month-to-month,70.8,Electronic check,No
8049-WJCLQ,Month-to-month,60.2,Mailed check,No
6586-PSJOX,One year,55.2,Credit card (automatic),No
9705-ZJBCG,One year,54.15,Bank transfer (automatic),No
6847-KJLTS,Month-to-month,100.4,Bank transfer (automatic),No
9670-BPNXF,One year,62.55,Credit card (automatic),No
3913-FCUUW,Two year,70.45,Bank transfer (automatic),No
3301-VKTGC,One year,85.5,Bank transfer (automatic),No
9555-SAHUZ,Month-to-month,54.5,Electronic check,No
0816-TSPHQ,Month-to-month,20.75,Mailed check,No
9932-WBWIK,Month-to-month,20.35,Mailed check,No
4619-EVPHY,One year,91.0,Bank transfer (automatic),No
5286-YHCVC,Two year,104.8,Bank transfer (automatic),No
9115-YQHGA,Month-to-month,51.1,Electronic check,No
4462-CYWMH,Month-to-month,89.8,Bank transfer (automatic),No
8963-MQVYN,Month-to-month,20.55,Electronic check,No
2458-EOMRE,Month-to-month,64.05,Bank transfer (automatic),No
9334-GWGOW,Month-to-month,74.85,Electronic check,No
6542-LWGXJ,Month-to-month,25.0,Mailed check,No
5567-GZKQY,Two year,20.3,Credit card (automatic),No
1222-LRYKO,Month-to-month,26.35,Mailed check,No
2087-QAREY,Month-to-month,54.7,Mailed check,No
4423-JWZJN,One year,90.25,Credit card (automatic),No
6490-FGZAT,Month-to-month,20.65,Mailed check,No
7452-FOLON,One year,25.45,Bank transfer (automatic),No
2320-TZRRH,One year,19.5,Mailed check,No
4942-VZZOM,One year,66.15,Credit card (automatic),No
7502-BNYGS,Month-to-month,69.1,Credit card (automatic),No
4291-HYEBC,One year,39.1,Electronic check,No
6147-CBCRA,Month-to-month,20.05,Mailed check,No
6047-SUHPR,One year,59.8,Electronic check,No
9752-ZNQUT,Month-to-month,48.6,Electronic check,No
1576-PFZIW,Two year,105.35,Credit card (automatic),No
5666-MBJPT,Two year,25.1,Bank transfer (automatic),No
7312-XSBAT,Month-to-month,49.75,Electronic check,No
3096-GKWEB,Month-to-month,94.75,Electronic check,No
2371-JQHZZ,Month-to-month,93.0,Electronic check,No
0674-GCDXG,Two year,71.9,Bank transfer (automatic),No
1121-QSIVB,One year,77.55,Mailed check,No
4396-KLSEH,Month-to-month,19.85,Electronic check,No
2824-MYYBN,Month-to-month,95.25,Electronic check,No
6345-HOVES,Month-to-month,25.05,Bank transfer (automatic),No
8318-LCNBW,One year,53.15,Credit card (automatic),No
6469-QJKZW,Month-to-month,20.15,Electronic check,No
0147-ESWWR,Month-to-month,101.25,Electronic check,No
1217-VASWC,One year,100.55,Bank transfer (automatic),No
6370-ZVHDV,Two year,25.3,Bank transfer (automatic),No
5915-DGNVC,One year,71.8,Electronic check,No
6260-XLACS,One year,19.7,Mailed check,No
3566-CAAYU,Two year,49.85,Electronic check,No
4983-CCWMC,Month-to-month,69.6,Mailed check,No
9103-CXVOK,Month-to-month,19.75,Electronic check,No
2896-TBNBE,One year,80.8,Electronic check,No
2522-WLNSF,One year,64.2,Bank transfer (automatic),No
3841-CONLJ,Month-to-month,35.0,Electronic check,No
4475-NVTLU,Two year,19.2,Electronic check,No
9386-LDCZR,One year,90.65,Credit card (automatic),No
9585-KKMFD,Two year,20.0,Mailed check,No
5399-ZIMKF,Month-to-month,74.65,Electronic check,No
0336-KXKFK,Two year,61.2,Credit card (automatic),No
5619-XZZKR,One year,19.95,Mailed check,No
3948-FVVRP,Month-to-month,54.8,Mailed check,No
5327-XOKKY,Two year,73.45,Credit card (automatic),No
0983-TATYJ,One year,51.45,Mailed check,No
1813-JYWTO,Two year,80.45,Bank transfer (automatic),No
6719-OXYBR,Month-to-month,85.3,Electronic check,No
3312-ZWLGF,Month-to-month,79.3,Electronic check,No
6476-YHMGA,Month-to-month,76.5,Bank transfer (automatic),No
0795-XCCTE,Two year,25.4,Bank transfer (automatic),No
0168-XZKBB,Month-to-month,86.85,Electronic check,No
3785-NRHYR,Month-to-month,19.65,Mailed check,No
4537-DKTAL,Month-to-month,45.55,Electronic check,No
7072-MBHEV,Month-to-month,78.1,Credit card (automatic),No
5602-BVFMK,One year,19.3,Mailed check,No
6297-NOOPG,Two year,110.5,Electronic check,No
8204-TIFGJ,Month-to-month,20.3,Bank transfer (automatic),No
8050-DVOJX,Two year,81.35,Credit card (automatic),No
8903-XEBGX,Month-to-month,55.3,Electronic check,No
8169-SAEJD,Two year,56.55,Credit card (automatic),No
1089-XZWHH,Two year,19.7,Mailed check,No
2325-WINES,One year,104.05,Credit card (automatic),No
6064-ZATLR,Two year,52.85,Bank transfer (automatic),No
7824-PANSQ,Month-to-month,80.65,Bank transfer (automatic),No
9648-BCHKM,Two year,24.65,Credit card (automatic),No
2888-ADFAO,Two year,21.3,Bank transfer (automatic),No
8707-HOEDG,Two year,110.2,Electronic check,No
4072-IPYLT,Month-to-month,51.05,Credit card (automatic),No
7167-PCEYD,Two year,19.8,Mailed check,No
4936-YPJNK,Month-to-month,19.9,Mailed check,No
1580-BMCMR,Month-to-month,87.3,Electronic check,No
4817-KEQSP,Two year,19.85,Bank transfer (automatic),No
6408-WHTEF,Two year,89.4,Mailed check,No
9251-AWQGT,Two year,20.0,Mailed check,No
8749-CLJXC,Month-to-month,20.05,Mailed check,No
7989-VCQOH,Month-to-month,83.25,Electronic check,No
4199-QHJNM,Two year,102.9,Bank transfer (automatic),No
8882-TLVRW,Two year,39.1,Mailed check,No
5135-GRQJV,Two year,114.5,Mailed check,No
2384-OVPSA,Two year,20.2,Mailed check,No
1371-WEPDS,One year,55.8,Electronic check,No
3580-GICBM,Two year,24.2,Mailed check,No
9730-DRTMJ,One year,72.8,Credit card (automatic),No
4686-UXDML,Month-to-month,99.85,Credit card (automatic),No
3349-ANQNH,One year,99.5,Electronic check,No
0932-YIXYU,Two year,20.25,Credit card (automatic),No
7480-SPLEF,Two year,26.0,Bank transfer (automatic),No
7636-XUHWW,Month-to-month,19.9,Credit card (automatic),No
1431-CYWMH,Month-to-month,19.05,Bank transfer (automatic),No
5937-EORGB,Month-to-month,96.5,Electronic check,No
6349-JDHQP,Two year,19.85,Credit card (automatic),No
5539-HIVAK,Month-to-month,25.7,Mailed check,No
5847-MXBEO,One year,20.3,Mailed check,No
4583-PARNH,Month-to-month,91.55,Electronic check,No
1116-FRYVH,Two year,39.4,Mailed check,No
1421-HCERK,Month-to-month,105.7,Bank transfer (automatic),No
9633-XQABV,Month-to-month,70.25,Electronic check,No
0716-BQNDX,Two year,93.75,Electronic check,No
1183-CANVH,One year,60.0,Bank transfer (automatic),No
1972-XMUWV,Two year,59.8,Credit card (automatic),No
8679-LZBMD,One year,90.65,Bank transfer (automatic),No
3407-JMJQQ,Two year,109.0,Bank transfer (automatic),No
6252-DFGTK,One year,68.1,Credit card (automatic),No
1539-LNKHM,Month-to-month,20.4,Mailed check,No
8645-KOMJQ,Two year,81.95,Bank transfer (automatic),No
0289-IVARM,Month-to-month,60.55,Electronic check,No
9761-XUJWD,Month-to-month,65.6,Bank transfer (automatic),No
4057-FKCZK,Two year,82.5,Bank transfer (automatic),No
4291-TPNFG,Two year,82.3,Bank transfer (automatic),No
6087-YPWHO,Two year,68.15,Mailed check,No
3090-QFUVD,Month-to-month,20.3,Credit card (automatic),No
1722-LDZJS,One year,20.2,Credit card (automatic),No
1818-ESQMW,Month-to-month,89.2,Electronic check,No
7401-RUBNK,Month-to-month,74.8,Electronic check,No
0506-YLVKJ,Two year,20.2,Mailed check,No
8661-BOYNW,Two year,84.4,Credit card (automatic),No
4815-GBTCD,Month-to-month,25.15,Electronic check,No
2805-AUFQN,Two year,19.8,Credit card (automatic),No
0980-PVMRC,Month-to-month,50.85,Electronic check,No
7233-DRTRF,Month-to-month,102.4,Electronic check,No
3873-NFTGI,Month-to-month,55.5,Credit card (automatic),No
1162-ECVII,Two year,109.75,Bank transfer (automatic),No
7048-GXDAY,Month-to-month,106.4,Electronic check,No
8571-ZCMCX,Two year,60.0,Credit card (automatic),No
1169-WCVAK,Month-to-month,88.8,Credit card (automatic),No
7129-CAKJW,Month-to-month,80.05,Bank transfer (automatic),No
8695-ARGXZ,Month-to-month,75.55,Electronic check,No
3570-YUEKJ,Month-to-month,49.55,Electronic check,No
1555-HAPSU,Two year,23.9,Credit card (automatic),No
1697-NVVGY,Month-to-month,66.4,Bank transfer (automatic),No
8464-EETCQ,Two year,18.8,Credit card (automatic),No
2419-FSORS,Two year,108.4,Electronic check,No
8132-YPVBX,Month-to-month,85.95,Mailed check,No
6754-LZUKA,Two year,80.9,Bank transfer (automatic),No
8099-MZPUJ,Two year,111.8,Credit card (automatic),No
0787-LHDYT,Month-to-month,20.6,Credit card (automatic),No
0374-IOEGQ,Month-to-month,44.6,Electronic check,No
3197-NNYNB,Two year,105.1,Credit card (automatic),No
3396-DKDEL,Two year,115.15,Credit card (automatic),No
1752-OZXFY,One year,59.8,Mailed check,No
9066-QRSDU,One year,26.3,Electronic check,No
9112-WSNPU,Month-to-month,70.55,Electronic check,No
9867-NNXLC,Month-to-month,20.05,Mailed check,No
5321-NTRKC,Two year,79.85,Bank transfer (automatic),No
3161-GETRM,Month-to-month,90.05,Credit card (automatic),No
0402-OAMEN,Two year,24.45,Bank transfer (automatic),No
6933-VLYFX,One year,59.95,Electronic check,No
6754-WKSHP,One year,25.35,Bank transfer (automatic),No
4976-LNFVV,Month-to-month,34.3,Credit card (automatic),No
5055-MGMGF,Month-to-month,105.05,Electronic check,No
4641-FROLU,Two year,19.3,Mailed check,No
2862-JVEOY,One year,19.15,Mailed check,No
2969-QWUBZ,Month-to-month,51.4,Electronic check,No
9822-BIIGN,Month-to-month,71.85,Electronic check,No
2077-MPJQO,Month-to-month,75.4,Electronic check,No
1534-OULXE,One year,49.7,Bank transfer (automatic),No
2971-SGAFL,Month-to-month,78.75,Electronic check,No
1480-IVEVR,One year,81.6,Bank transfer (automatic),No
2905-KFQUV,Month-to-month,70.4,Credit card (automatic),No
3370-HXOPH,Month-to-month,76.1,Electronic check,No
9391-YZEJW,One year,94.0,Bank transfer (automatic),No
9958-MEKUC,Two year,103.95,Credit card (automatic),No
0281-CNTZX,Two year,19.95,Bank transfer (automatic),No
4118-CEVPF,One year,110.8,Bank transfer (automatic),No
9114-VEPUF,One year,96.1,Electronic check,No
7876-BEUTG,Month-to-month,48.8,Mailed check,No
2338-BQEZT,Month-to-month,50.55,Credit card (automatic),No
9873-MNDKV,Month-to-month,44.65,Mailed check,No
8241-JUIQO,One year,19.45,Bank transfer (automatic),No
2194-IIQOF,Two year,89.3,Credit card (automatic),No
9631-RXVJM,Two year,19.25,Mailed check,No
9584-EXCDZ,Month-to-month,70.5,Bank transfer (automatic),No
5093-FEGLU,Two year,19.65,Bank transfer (automatic),No
2621-UDNLU,Month-to-month,20.85,Mailed check,No
7526-IVLYU,Month-to-month,19.65,Mailed check,No
2428-HYUNX,Two year,19.35,Credit card (automatic),No
9214-EKVXR,Month-to-month,44.0,Mailed check,No
3410-MHHUM,One year,94.4,Electronic check,No
2122-YWVYA,Month-to-month,75.4,Electronic check,No
2296-DKZFP,Two year,71.0,Bank transfer (automatic),No
8909-BOLNL,One year,21.2,Mailed check,No
6603-YRDCJ,Two year,61.05,Mailed check,No
3229-USWAR,One year,79.95,Bank transfer (automatic),No
2138-VFAPZ,Two year,19.7,Mailed check,No
6131-JLWZM,Month-to-month,20.3,Mailed check,No
0269-XFESX,One year,24.35,Mailed check,No
1709-EJDOX,Two year,19.75,Mailed check,No
4316-XCSLJ,Month-to-month,50.3,Mailed check,No
9693-XMUOB,Month-to-month,50.25,Electronic check,No
0383-CLDDA,Two year,85.35,Credit card (automatic),No
2709-UQGNP,Month-to-month,51.65,Mailed check,No
3549-ZTMNH,Two year,24.0,Bank transfer (automatic),No
8033-ATFAS,Month-to-month,59.85,Mailed check,No
